,m_gene,m_metabolites,m_reaction,m_subsystem,u_uniprot_acc
155,PLCL1,"['h2o_c', 'h_c', 'dag_hs_18_1_20_4_c', 'pail_hs_18_1_20_4_c', 'mi1p__D_c']",PIPLC_18_1_20_4,platelet metabolism,Q15111
156,PLCL1,"['h2o_c', 'mi145p_c', 'dag_hs_18_1_18_2_c', 'h_c', 'pail45p_hs_18_1_18_2_c']",PI45PLC_18_1_18_2,platelet metabolism,Q15111
157,PLCL1,"['h2o_c', 'h_c', 'pail4p_hs_18_1_18_2_c', 'mi14p_c', 'dag_hs_18_1_18_2_c']",PI4PLC_18_1_18_2,platelet metabolism,Q15111
158,PLCL1,"['h2o_c', 'h_c', 'dag_hs_18_1_18_2_c', 'mi1p__D_c', 'pail_hs_18_1_18_2_c']",PIPLC_18_1_18_2,platelet metabolism,Q15111
159,PLCL1,"['pail45p_hs_18_1_18_1_c', 'h2o_c', 'dag_hs_18_1_18_1_c', 'h_c', 'mi145p_c']",PI45PLC_18_1_18_1,platelet metabolism,Q15111
160,PLCL1,"['h2o_c', 'h_c', 'dag_hs_18_1_18_1_c', 'mi14p_c', 'pail4p_hs_18_1_18_1_c']",PI4PLC_18_1_18_1,platelet metabolism,Q15111
161,PLCL1,"['h2o_c', 'h_c', 'dag_hs_18_1_18_1_c', 'mi1p__D_c', 'pail_hs_18_1_18_1_c']",PIPLC_18_1_18_1,platelet metabolism,Q15111
162,PLCL1,"['h2o_c', 'mi145p_c', 'pail45p_hs_18_0_20_4_c', 'h_c', 'dag_hs_18_0_20_4_c']",PI45PLC_18_0_20_4,platelet metabolism,Q15111
163,PLCL1,"['h2o_c', 'h_c', 'pail4p_hs_18_0_20_4_c', 'mi14p_c', 'dag_hs_18_0_20_4_c']",PI4PLC_18_0_20_4,platelet metabolism,Q15111
164,PLCL1,"['h2o_c', 'pail_hs_18_0_20_4_c', 'mi1p__D_c', 'h_c', 'dag_hs_18_0_20_4_c']",PIPLC_18_0_20_4,platelet metabolism,Q15111
165,PLCL1,"['h2o_c', 'h_c', 'mi145p_c', 'pail45p_hs_18_0_18_2_c', 'dag_hs_18_0_18_2_c']",PI45PLC_18_0_18_2,platelet metabolism,Q15111
166,PLCL1,"['pail4p_hs_18_0_18_2_c', 'h_c', 'mi14p_c', 'dag_hs_18_0_18_2_c', 'h2o_c']",PI4PLC_18_0_18_2,platelet metabolism,Q15111
167,PLCL1,"['pail_hs_18_0_18_2_c', 'h_c', 'mi1p__D_c', 'dag_hs_18_0_18_2_c', 'h2o_c']",PIPLC_18_0_18_2,platelet metabolism,Q15111
168,PLCL1,"['h2o_c', 'mi145p_c', 'pail45p_hs_18_0_18_1_c', 'h_c', 'dag_hs_18_0_18_1_c']",PI45PLC_18_0_18_1,platelet metabolism,Q15111
169,PLCL1,"['pail4p_hs_18_0_18_1_c', 'h_c', 'dag_hs_18_0_18_1_c', 'mi14p_c', 'h2o_c']",PI4PLC_18_0_18_1,platelet metabolism,Q15111
170,PLCL1,"['h2o_c', 'h_c', 'dag_hs_18_0_18_1_c', 'pail_hs_18_0_18_1_c', 'mi1p__D_c']",PIPLC_18_0_18_1,platelet metabolism,Q15111
171,PLCL1,"['dag_hs_18_0_18_0_c', 'h2o_c', 'pail45p_hs_18_0_18_0_c', 'h_c', 'mi145p_c']",PI45PLC_18_0_18_0,platelet metabolism,Q15111
172,PLCL1,"['h2o_c', 'h_c', 'dag_hs_18_0_18_0_c', 'mi14p_c', 'pail4p_hs_18_0_18_0_c']",PI4PLC_18_0_18_0,platelet metabolism,Q15111
173,PLCL1,"['h2o_c', 'h_c', 'dag_hs_18_0_18_0_c', 'mi1p__D_c', 'pail_hs_18_0_18_0_c']",PIPLC_18_0_18_0,platelet metabolism,Q15111
174,PLCL1,"['h2o_c', 'pail45p_hs_16_0_20_4_c', 'dag_hs_16_0_20_4_c', 'h_c', 'mi145p_c']",PI45PLC_16_0_20_4,platelet metabolism,Q15111
175,PLCL1,"['h2o_c', 'h_c', 'dag_hs_16_0_20_4_c', 'mi14p_c', 'pail4p_hs_16_0_20_4_c']",PI4PLC_16_0_20_4,platelet metabolism,Q15111
176,PLCL1,"['h2o_c', 'h_c', 'dag_hs_16_0_20_4_c', 'mi1p__D_c', 'pail_hs_16_0_20_4_c']",PIPLC_16_0_20_4,platelet metabolism,Q15111
177,PLCL1,"['h2o_c', 'pail45p_hs_16_0_18_2_c', 'mi145p_c', 'h_c', 'dag_hs_16_0_18_2_c']",PI45PLC_16_0_18_2,platelet metabolism,Q15111
178,PLCL1,"['h2o_c', 'h_c', 'pail4p_hs_16_0_18_2_c', 'mi14p_c', 'dag_hs_16_0_18_2_c']",PI4PLC_16_0_18_2,platelet metabolism,Q15111
179,PLCL1,"['h2o_c', 'h_c', 'pail_hs_16_0_18_2_c', 'mi1p__D_c', 'dag_hs_16_0_18_2_c']",PIPLC_16_0_18_2,platelet metabolism,Q15111
180,PLCL1,"['pail45p_hs_16_0_18_1_c', 'dag_hs_16_0_18_1_c', 'mi145p_c', 'h_c', 'h2o_c']",PI45PLC_16_0_18_1,platelet metabolism,Q15111
181,PLCL1,"['pail4p_hs_16_0_18_1_c', 'dag_hs_16_0_18_1_c', 'mi14p_c', 'h_c', 'h2o_c']",PI4PLC_16_0_18_1,platelet metabolism,Q15111
182,PLCL1,"['dag_hs_16_0_18_1_c', 'pail_hs_16_0_18_1_c', 'mi1p__D_c', 'h_c', 'h2o_c']",PIPLC_16_0_18_1,platelet metabolism,Q15111
183,PLCL1,"['h2o_c', 'dag_hs_16_0_18_0_c', 'mi145p_c', 'h_c', 'pail45p_hs_16_0_18_0_c']",PI45PLC_16_0_18_0,platelet metabolism,Q15111
184,PLCL1,"['h2o_c', 'mi145p_c', 'dag_hs_20_4_20_4_c', 'h_c', 'pail45p_hs_20_4_20_4_c']",PI45PLC_20_4_20_4,platelet metabolism,Q15111
185,PLCL1,"['h2o_c', 'h_c', 'dag_hs_20_4_20_4_c', 'mi14p_c', 'pail4p_hs_20_4_20_4_c']",PI4PLC_20_4_20_4,platelet metabolism,Q15111
186,PLCL1,"['h2o_c', 'h_c', 'dag_hs_20_4_20_4_c', 'mi1p__D_c', 'pail_hs_20_4_20_4_c']",PIPLC_20_4_20_4,platelet metabolism,Q15111
187,PLCL1,"['dag_hs_18_2_20_4_c', 'h2o_c', 'pail45p_hs_18_2_20_4_c', 'h_c', 'mi145p_c']",PI45PLC_18_2_20_4,platelet metabolism,Q15111
188,PLCL1,"['dag_hs_18_2_20_4_c', 'h2o_c', 'pail4p_hs_18_2_20_4_c', 'h_c', 'mi14p_c']",PI4PLC_18_2_20_4,platelet metabolism,Q15111
189,PLCL1,"['dag_hs_18_2_20_4_c', 'h2o_c', 'pail_hs_18_2_20_4_c', 'h_c', 'mi1p__D_c']",PIPLC_18_2_20_4,platelet metabolism,Q15111
190,PLCL1,"['h2o_c', 'h_c', 'pail4p_hs_16_0_18_0_c', 'mi14p_c', 'dag_hs_16_0_18_0_c']",PI4PLC_16_0_18_0,platelet metabolism,Q15111
191,PLCL1,"['pail_hs_16_0_18_0_c', 'dag_hs_16_0_18_0_c', 'mi1p__D_c', 'h_c', 'h2o_c']",PIPLC_16_0_18_0,platelet metabolism,Q15111
192,PLCL1,"['h2o_c', 'dag_hs_16_0_16_0_c', 'mi145p_c', 'h_c', 'pail45p_hs_16_0_16_0_c']",PI45PLC_16_0_16_0,platelet metabolism,Q15111
193,PLCL1,"['h2o_c', 'h_c', 'pail4p_hs_16_0_16_0_c', 'mi14p_c', 'dag_hs_16_0_16_0_c']",PI4PLC_16_0_16_0,platelet metabolism,Q15111
194,PLCL1,"['h2o_c', 'h_c', 'mi1p__D_c', 'pail_hs_16_0_16_0_c', 'dag_hs_16_0_16_0_c']",PIPLC_16_0_16_0,platelet metabolism,Q15111
195,PLCB1,"['h2o_c', 'pail45p_hs_18_2_18_2_c', 'mi145p_c', 'h_c', 'dag_hs_18_2_18_2_c']",PI45PLC_18_2_18_2,platelet metabolism,Q9NQ66
196,PLCB1,"['h2o_c', 'dag_hs_18_2_18_2_c', 'mi14p_c', 'h_c', 'pail4p_hs_18_2_18_2_c']",PI4PLC_18_2_18_2,platelet metabolism,Q9NQ66
197,PLCB1,"['h2o_c', 'dag_hs_18_2_18_2_c', 'mi1p__D_c', 'h_c', 'pail_hs_18_2_18_2_c']",PIPLC_18_2_18_2,platelet metabolism,Q9NQ66
198,PLCB1,"['h2o_c', 'mi145p_c', 'dag_hs_18_1_20_4_c', 'h_c', 'pail45p_hs_18_1_20_4_c']",PI45PLC_18_1_20_4,platelet metabolism,Q9NQ66
199,PLCB1,"['h2o_c', 'h_c', 'dag_hs_18_1_20_4_c', 'pail4p_hs_18_1_20_4_c', 'mi14p_c']",PI4PLC_18_1_20_4,platelet metabolism,Q9NQ66
200,PLCB1,"['h2o_c', 'h_c', 'dag_hs_18_1_20_4_c', 'pail_hs_18_1_20_4_c', 'mi1p__D_c']",PIPLC_18_1_20_4,platelet metabolism,Q9NQ66
201,PLCB1,"['h2o_c', 'mi145p_c', 'dag_hs_18_1_18_2_c', 'h_c', 'pail45p_hs_18_1_18_2_c']",PI45PLC_18_1_18_2,platelet metabolism,Q9NQ66
202,PLCB1,"['h2o_c', 'h_c', 'pail4p_hs_18_1_18_2_c', 'mi14p_c', 'dag_hs_18_1_18_2_c']",PI4PLC_18_1_18_2,platelet metabolism,Q9NQ66
203,PLCB1,"['h2o_c', 'h_c', 'dag_hs_18_1_18_2_c', 'mi1p__D_c', 'pail_hs_18_1_18_2_c']",PIPLC_18_1_18_2,platelet metabolism,Q9NQ66
204,PLCB1,"['pail45p_hs_18_1_18_1_c', 'h2o_c', 'dag_hs_18_1_18_1_c', 'h_c', 'mi145p_c']",PI45PLC_18_1_18_1,platelet metabolism,Q9NQ66
205,PLCB1,"['h2o_c', 'h_c', 'dag_hs_18_1_18_1_c', 'mi14p_c', 'pail4p_hs_18_1_18_1_c']",PI4PLC_18_1_18_1,platelet metabolism,Q9NQ66
206,PLCB1,"['h2o_c', 'h_c', 'dag_hs_18_1_18_1_c', 'mi1p__D_c', 'pail_hs_18_1_18_1_c']",PIPLC_18_1_18_1,platelet metabolism,Q9NQ66
207,PLCB1,"['h2o_c', 'mi145p_c', 'pail45p_hs_18_0_20_4_c', 'h_c', 'dag_hs_18_0_20_4_c']",PI45PLC_18_0_20_4,platelet metabolism,Q9NQ66
208,PLCB1,"['h2o_c', 'h_c', 'pail4p_hs_18_0_20_4_c', 'mi14p_c', 'dag_hs_18_0_20_4_c']",PI4PLC_18_0_20_4,platelet metabolism,Q9NQ66
209,PLCB1,"['h2o_c', 'pail_hs_18_0_20_4_c', 'mi1p__D_c', 'h_c', 'dag_hs_18_0_20_4_c']",PIPLC_18_0_20_4,platelet metabolism,Q9NQ66
210,PLCB1,"['h2o_c', 'h_c', 'mi145p_c', 'pail45p_hs_18_0_18_2_c', 'dag_hs_18_0_18_2_c']",PI45PLC_18_0_18_2,platelet metabolism,Q9NQ66
211,PLCB1,"['pail4p_hs_18_0_18_2_c', 'h_c', 'mi14p_c', 'dag_hs_18_0_18_2_c', 'h2o_c']",PI4PLC_18_0_18_2,platelet metabolism,Q9NQ66
212,PLCB1,"['pail_hs_18_0_18_2_c', 'h_c', 'mi1p__D_c', 'dag_hs_18_0_18_2_c', 'h2o_c']",PIPLC_18_0_18_2,platelet metabolism,Q9NQ66
213,PLCB1,"['h2o_c', 'mi145p_c', 'pail45p_hs_18_0_18_1_c', 'h_c', 'dag_hs_18_0_18_1_c']",PI45PLC_18_0_18_1,platelet metabolism,Q9NQ66
214,PLCB1,"['pail4p_hs_18_0_18_1_c', 'h_c', 'dag_hs_18_0_18_1_c', 'mi14p_c', 'h2o_c']",PI4PLC_18_0_18_1,platelet metabolism,Q9NQ66
215,PLCB1,"['h2o_c', 'h_c', 'dag_hs_18_0_18_1_c', 'pail_hs_18_0_18_1_c', 'mi1p__D_c']",PIPLC_18_0_18_1,platelet metabolism,Q9NQ66
216,PLCB1,"['dag_hs_18_0_18_0_c', 'h2o_c', 'pail45p_hs_18_0_18_0_c', 'h_c', 'mi145p_c']",PI45PLC_18_0_18_0,platelet metabolism,Q9NQ66
217,PLCB1,"['h2o_c', 'h_c', 'dag_hs_18_0_18_0_c', 'mi14p_c', 'pail4p_hs_18_0_18_0_c']",PI4PLC_18_0_18_0,platelet metabolism,Q9NQ66
218,PLCB1,"['h2o_c', 'h_c', 'dag_hs_18_0_18_0_c', 'mi1p__D_c', 'pail_hs_18_0_18_0_c']",PIPLC_18_0_18_0,platelet metabolism,Q9NQ66
219,PLCB1,"['h2o_c', 'pail45p_hs_16_0_20_4_c', 'dag_hs_16_0_20_4_c', 'h_c', 'mi145p_c']",PI45PLC_16_0_20_4,platelet metabolism,Q9NQ66
220,PLCB1,"['h2o_c', 'h_c', 'dag_hs_16_0_20_4_c', 'mi14p_c', 'pail4p_hs_16_0_20_4_c']",PI4PLC_16_0_20_4,platelet metabolism,Q9NQ66
221,PLCB1,"['h2o_c', 'h_c', 'dag_hs_16_0_20_4_c', 'mi1p__D_c', 'pail_hs_16_0_20_4_c']",PIPLC_16_0_20_4,platelet metabolism,Q9NQ66
222,PLCB1,"['h2o_c', 'pail45p_hs_16_0_18_2_c', 'mi145p_c', 'h_c', 'dag_hs_16_0_18_2_c']",PI45PLC_16_0_18_2,platelet metabolism,Q9NQ66
223,PLCB1,"['h2o_c', 'h_c', 'pail4p_hs_16_0_18_2_c', 'mi14p_c', 'dag_hs_16_0_18_2_c']",PI4PLC_16_0_18_2,platelet metabolism,Q9NQ66
224,PLCB1,"['h2o_c', 'h_c', 'pail_hs_16_0_18_2_c', 'mi1p__D_c', 'dag_hs_16_0_18_2_c']",PIPLC_16_0_18_2,platelet metabolism,Q9NQ66
225,PLCB1,"['pail45p_hs_16_0_18_1_c', 'dag_hs_16_0_18_1_c', 'mi145p_c', 'h_c', 'h2o_c']",PI45PLC_16_0_18_1,platelet metabolism,Q9NQ66
226,PLCB1,"['pail4p_hs_16_0_18_1_c', 'dag_hs_16_0_18_1_c', 'mi14p_c', 'h_c', 'h2o_c']",PI4PLC_16_0_18_1,platelet metabolism,Q9NQ66
227,PLCB1,"['dag_hs_16_0_18_1_c', 'pail_hs_16_0_18_1_c', 'mi1p__D_c', 'h_c', 'h2o_c']",PIPLC_16_0_18_1,platelet metabolism,Q9NQ66
228,PLCB1,"['h2o_c', 'dag_hs_16_0_18_0_c', 'mi145p_c', 'h_c', 'pail45p_hs_16_0_18_0_c']",PI45PLC_16_0_18_0,platelet metabolism,Q9NQ66
229,PLCB1,"['h2o_c', 'mi145p_c', 'dag_hs_20_4_20_4_c', 'h_c', 'pail45p_hs_20_4_20_4_c']",PI45PLC_20_4_20_4,platelet metabolism,Q9NQ66
230,PLCB1,"['h2o_c', 'h_c', 'dag_hs_20_4_20_4_c', 'mi14p_c', 'pail4p_hs_20_4_20_4_c']",PI4PLC_20_4_20_4,platelet metabolism,Q9NQ66
231,PLCB1,"['h2o_c', 'h_c', 'dag_hs_20_4_20_4_c', 'mi1p__D_c', 'pail_hs_20_4_20_4_c']",PIPLC_20_4_20_4,platelet metabolism,Q9NQ66
232,PLCB1,"['dag_hs_18_2_20_4_c', 'h2o_c', 'pail45p_hs_18_2_20_4_c', 'h_c', 'mi145p_c']",PI45PLC_18_2_20_4,platelet metabolism,Q9NQ66
233,PLCB1,"['dag_hs_18_2_20_4_c', 'h2o_c', 'pail4p_hs_18_2_20_4_c', 'h_c', 'mi14p_c']",PI4PLC_18_2_20_4,platelet metabolism,Q9NQ66
234,PLCB1,"['dag_hs_18_2_20_4_c', 'h2o_c', 'pail_hs_18_2_20_4_c', 'h_c', 'mi1p__D_c']",PIPLC_18_2_20_4,platelet metabolism,Q9NQ66
235,PLCB1,"['h2o_c', 'h_c', 'pail4p_hs_16_0_18_0_c', 'mi14p_c', 'dag_hs_16_0_18_0_c']",PI4PLC_16_0_18_0,platelet metabolism,Q9NQ66
236,PLCB1,"['pail_hs_16_0_18_0_c', 'dag_hs_16_0_18_0_c', 'mi1p__D_c', 'h_c', 'h2o_c']",PIPLC_16_0_18_0,platelet metabolism,Q9NQ66
237,PLCB1,"['h2o_c', 'dag_hs_16_0_16_0_c', 'mi145p_c', 'h_c', 'pail45p_hs_16_0_16_0_c']",PI45PLC_16_0_16_0,platelet metabolism,Q9NQ66
238,PLCB1,"['h2o_c', 'h_c', 'pail4p_hs_16_0_16_0_c', 'mi14p_c', 'dag_hs_16_0_16_0_c']",PI4PLC_16_0_16_0,platelet metabolism,Q9NQ66
239,PLCB1,"['h2o_c', 'h_c', 'mi1p__D_c', 'pail_hs_16_0_16_0_c', 'dag_hs_16_0_16_0_c']",PIPLC_16_0_16_0,platelet metabolism,Q9NQ66
240,PLCB4,"['h2o_c', 'pail45p_hs_18_2_18_2_c', 'mi145p_c', 'h_c', 'dag_hs_18_2_18_2_c']",PI45PLC_18_2_18_2,platelet metabolism,Q15147
241,PLCB4,"['h2o_c', 'dag_hs_18_2_18_2_c', 'mi14p_c', 'h_c', 'pail4p_hs_18_2_18_2_c']",PI4PLC_18_2_18_2,platelet metabolism,Q15147
242,PLCB4,"['h2o_c', 'dag_hs_18_2_18_2_c', 'mi1p__D_c', 'h_c', 'pail_hs_18_2_18_2_c']",PIPLC_18_2_18_2,platelet metabolism,Q15147
243,PLCB4,"['h2o_c', 'mi145p_c', 'dag_hs_18_1_20_4_c', 'h_c', 'pail45p_hs_18_1_20_4_c']",PI45PLC_18_1_20_4,platelet metabolism,Q15147
244,PLCB4,"['h2o_c', 'h_c', 'dag_hs_18_1_20_4_c', 'pail4p_hs_18_1_20_4_c', 'mi14p_c']",PI4PLC_18_1_20_4,platelet metabolism,Q15147
245,PLCB4,"['h2o_c', 'h_c', 'dag_hs_18_1_20_4_c', 'pail_hs_18_1_20_4_c', 'mi1p__D_c']",PIPLC_18_1_20_4,platelet metabolism,Q15147
246,PLCB4,"['h2o_c', 'mi145p_c', 'dag_hs_18_1_18_2_c', 'h_c', 'pail45p_hs_18_1_18_2_c']",PI45PLC_18_1_18_2,platelet metabolism,Q15147
247,PLCB4,"['h2o_c', 'h_c', 'pail4p_hs_18_1_18_2_c', 'mi14p_c', 'dag_hs_18_1_18_2_c']",PI4PLC_18_1_18_2,platelet metabolism,Q15147
248,PLCB4,"['h2o_c', 'h_c', 'dag_hs_18_1_18_2_c', 'mi1p__D_c', 'pail_hs_18_1_18_2_c']",PIPLC_18_1_18_2,platelet metabolism,Q15147
249,PLCB4,"['pail45p_hs_18_1_18_1_c', 'h2o_c', 'dag_hs_18_1_18_1_c', 'h_c', 'mi145p_c']",PI45PLC_18_1_18_1,platelet metabolism,Q15147
250,PLCB4,"['h2o_c', 'h_c', 'dag_hs_18_1_18_1_c', 'mi14p_c', 'pail4p_hs_18_1_18_1_c']",PI4PLC_18_1_18_1,platelet metabolism,Q15147
251,PLCB4,"['h2o_c', 'h_c', 'dag_hs_18_1_18_1_c', 'mi1p__D_c', 'pail_hs_18_1_18_1_c']",PIPLC_18_1_18_1,platelet metabolism,Q15147
252,PLCB4,"['h2o_c', 'mi145p_c', 'pail45p_hs_18_0_20_4_c', 'h_c', 'dag_hs_18_0_20_4_c']",PI45PLC_18_0_20_4,platelet metabolism,Q15147
253,PLCB4,"['h2o_c', 'h_c', 'pail4p_hs_18_0_20_4_c', 'mi14p_c', 'dag_hs_18_0_20_4_c']",PI4PLC_18_0_20_4,platelet metabolism,Q15147
254,PLCB4,"['h2o_c', 'pail_hs_18_0_20_4_c', 'mi1p__D_c', 'h_c', 'dag_hs_18_0_20_4_c']",PIPLC_18_0_20_4,platelet metabolism,Q15147
255,PLCB4,"['h2o_c', 'h_c', 'mi145p_c', 'pail45p_hs_18_0_18_2_c', 'dag_hs_18_0_18_2_c']",PI45PLC_18_0_18_2,platelet metabolism,Q15147
256,PLCB4,"['pail4p_hs_18_0_18_2_c', 'h_c', 'mi14p_c', 'dag_hs_18_0_18_2_c', 'h2o_c']",PI4PLC_18_0_18_2,platelet metabolism,Q15147
257,PLCB4,"['pail_hs_18_0_18_2_c', 'h_c', 'mi1p__D_c', 'dag_hs_18_0_18_2_c', 'h2o_c']",PIPLC_18_0_18_2,platelet metabolism,Q15147
258,PLCB4,"['h2o_c', 'mi145p_c', 'pail45p_hs_18_0_18_1_c', 'h_c', 'dag_hs_18_0_18_1_c']",PI45PLC_18_0_18_1,platelet metabolism,Q15147
259,PLCB4,"['pail4p_hs_18_0_18_1_c', 'h_c', 'dag_hs_18_0_18_1_c', 'mi14p_c', 'h2o_c']",PI4PLC_18_0_18_1,platelet metabolism,Q15147
260,PLCB4,"['h2o_c', 'h_c', 'dag_hs_18_0_18_1_c', 'pail_hs_18_0_18_1_c', 'mi1p__D_c']",PIPLC_18_0_18_1,platelet metabolism,Q15147
261,PLCB4,"['dag_hs_18_0_18_0_c', 'h2o_c', 'pail45p_hs_18_0_18_0_c', 'h_c', 'mi145p_c']",PI45PLC_18_0_18_0,platelet metabolism,Q15147
262,PLCB4,"['h2o_c', 'h_c', 'dag_hs_18_0_18_0_c', 'mi14p_c', 'pail4p_hs_18_0_18_0_c']",PI4PLC_18_0_18_0,platelet metabolism,Q15147
263,PLCB4,"['h2o_c', 'h_c', 'dag_hs_18_0_18_0_c', 'mi1p__D_c', 'pail_hs_18_0_18_0_c']",PIPLC_18_0_18_0,platelet metabolism,Q15147
264,PLCB4,"['h2o_c', 'pail45p_hs_16_0_20_4_c', 'dag_hs_16_0_20_4_c', 'h_c', 'mi145p_c']",PI45PLC_16_0_20_4,platelet metabolism,Q15147
265,PLCB4,"['h2o_c', 'h_c', 'dag_hs_16_0_20_4_c', 'mi14p_c', 'pail4p_hs_16_0_20_4_c']",PI4PLC_16_0_20_4,platelet metabolism,Q15147
266,PLCB4,"['h2o_c', 'h_c', 'dag_hs_16_0_20_4_c', 'mi1p__D_c', 'pail_hs_16_0_20_4_c']",PIPLC_16_0_20_4,platelet metabolism,Q15147
267,PLCB4,"['h2o_c', 'pail45p_hs_16_0_18_2_c', 'mi145p_c', 'h_c', 'dag_hs_16_0_18_2_c']",PI45PLC_16_0_18_2,platelet metabolism,Q15147
268,PLCB4,"['h2o_c', 'h_c', 'pail4p_hs_16_0_18_2_c', 'mi14p_c', 'dag_hs_16_0_18_2_c']",PI4PLC_16_0_18_2,platelet metabolism,Q15147
269,PLCB4,"['h2o_c', 'h_c', 'pail_hs_16_0_18_2_c', 'mi1p__D_c', 'dag_hs_16_0_18_2_c']",PIPLC_16_0_18_2,platelet metabolism,Q15147
270,PLCB4,"['pail45p_hs_16_0_18_1_c', 'dag_hs_16_0_18_1_c', 'mi145p_c', 'h_c', 'h2o_c']",PI45PLC_16_0_18_1,platelet metabolism,Q15147
271,PLCB4,"['pail4p_hs_16_0_18_1_c', 'dag_hs_16_0_18_1_c', 'mi14p_c', 'h_c', 'h2o_c']",PI4PLC_16_0_18_1,platelet metabolism,Q15147
272,PLCB4,"['dag_hs_16_0_18_1_c', 'pail_hs_16_0_18_1_c', 'mi1p__D_c', 'h_c', 'h2o_c']",PIPLC_16_0_18_1,platelet metabolism,Q15147
273,PLCB4,"['h2o_c', 'dag_hs_16_0_18_0_c', 'mi145p_c', 'h_c', 'pail45p_hs_16_0_18_0_c']",PI45PLC_16_0_18_0,platelet metabolism,Q15147
274,PLCB4,"['h2o_c', 'mi145p_c', 'dag_hs_20_4_20_4_c', 'h_c', 'pail45p_hs_20_4_20_4_c']",PI45PLC_20_4_20_4,platelet metabolism,Q15147
275,PLCB4,"['h2o_c', 'h_c', 'dag_hs_20_4_20_4_c', 'mi14p_c', 'pail4p_hs_20_4_20_4_c']",PI4PLC_20_4_20_4,platelet metabolism,Q15147
276,PLCB4,"['h2o_c', 'h_c', 'dag_hs_20_4_20_4_c', 'mi1p__D_c', 'pail_hs_20_4_20_4_c']",PIPLC_20_4_20_4,platelet metabolism,Q15147
277,PLCB4,"['dag_hs_18_2_20_4_c', 'h2o_c', 'pail45p_hs_18_2_20_4_c', 'h_c', 'mi145p_c']",PI45PLC_18_2_20_4,platelet metabolism,Q15147
278,PLCB4,"['dag_hs_18_2_20_4_c', 'h2o_c', 'pail4p_hs_18_2_20_4_c', 'h_c', 'mi14p_c']",PI4PLC_18_2_20_4,platelet metabolism,Q15147
279,PLCB4,"['dag_hs_18_2_20_4_c', 'h2o_c', 'pail_hs_18_2_20_4_c', 'h_c', 'mi1p__D_c']",PIPLC_18_2_20_4,platelet metabolism,Q15147
280,PLCB4,"['h2o_c', 'h_c', 'pail4p_hs_16_0_18_0_c', 'mi14p_c', 'dag_hs_16_0_18_0_c']",PI4PLC_16_0_18_0,platelet metabolism,Q15147
281,PLCB4,"['pail_hs_16_0_18_0_c', 'dag_hs_16_0_18_0_c', 'mi1p__D_c', 'h_c', 'h2o_c']",PIPLC_16_0_18_0,platelet metabolism,Q15147
282,PLCB4,"['h2o_c', 'dag_hs_16_0_16_0_c', 'mi145p_c', 'h_c', 'pail45p_hs_16_0_16_0_c']",PI45PLC_16_0_16_0,platelet metabolism,Q15147
283,PLCB4,"['h2o_c', 'h_c', 'pail4p_hs_16_0_16_0_c', 'mi14p_c', 'dag_hs_16_0_16_0_c']",PI4PLC_16_0_16_0,platelet metabolism,Q15147
284,PLCB4,"['h2o_c', 'h_c', 'mi1p__D_c', 'pail_hs_16_0_16_0_c', 'dag_hs_16_0_16_0_c']",PIPLC_16_0_16_0,platelet metabolism,Q15147
285,PLCB2,"['h2o_c', 'pail45p_hs_18_2_18_2_c', 'mi145p_c', 'h_c', 'dag_hs_18_2_18_2_c']",PI45PLC_18_2_18_2,platelet metabolism,Q00722
286,PLCB2,"['h2o_c', 'dag_hs_18_2_18_2_c', 'mi14p_c', 'h_c', 'pail4p_hs_18_2_18_2_c']",PI4PLC_18_2_18_2,platelet metabolism,Q00722
287,PLCB2,"['h2o_c', 'dag_hs_18_2_18_2_c', 'mi1p__D_c', 'h_c', 'pail_hs_18_2_18_2_c']",PIPLC_18_2_18_2,platelet metabolism,Q00722
288,PLCB2,"['h2o_c', 'mi145p_c', 'dag_hs_18_1_20_4_c', 'h_c', 'pail45p_hs_18_1_20_4_c']",PI45PLC_18_1_20_4,platelet metabolism,Q00722
289,PLCB2,"['h2o_c', 'h_c', 'dag_hs_18_1_20_4_c', 'pail4p_hs_18_1_20_4_c', 'mi14p_c']",PI4PLC_18_1_20_4,platelet metabolism,Q00722
290,PLCB2,"['h2o_c', 'h_c', 'dag_hs_18_1_20_4_c', 'pail_hs_18_1_20_4_c', 'mi1p__D_c']",PIPLC_18_1_20_4,platelet metabolism,Q00722
291,PLCB2,"['h2o_c', 'mi145p_c', 'dag_hs_18_1_18_2_c', 'h_c', 'pail45p_hs_18_1_18_2_c']",PI45PLC_18_1_18_2,platelet metabolism,Q00722
292,PLCB2,"['h2o_c', 'h_c', 'pail4p_hs_18_1_18_2_c', 'mi14p_c', 'dag_hs_18_1_18_2_c']",PI4PLC_18_1_18_2,platelet metabolism,Q00722
293,PLCB2,"['h2o_c', 'h_c', 'dag_hs_18_1_18_2_c', 'mi1p__D_c', 'pail_hs_18_1_18_2_c']",PIPLC_18_1_18_2,platelet metabolism,Q00722
294,PLCB2,"['pail45p_hs_18_1_18_1_c', 'h2o_c', 'dag_hs_18_1_18_1_c', 'h_c', 'mi145p_c']",PI45PLC_18_1_18_1,platelet metabolism,Q00722
295,PLCB2,"['h2o_c', 'h_c', 'dag_hs_18_1_18_1_c', 'mi14p_c', 'pail4p_hs_18_1_18_1_c']",PI4PLC_18_1_18_1,platelet metabolism,Q00722
